Key,Type,English,French,Chinese,Spanish,Filipino,Vietnamese,Thai,Portuguese,Hindi,Swahili,Indonesian,Creole,Burmese
weight_kg,main,Weight (kg),Poids (kg),体重（公斤）,Peso (kg),Timbang (kg),Cân nặng (kg),น้ำหนัก (กก.),Peso (kg),वजन (किग्रा),Uzito (kg),Berat (kg),Pwa (kg),အလေးချိန် (ကီလိုဂရမ်)
starter,main,Starter,Starter,乳猪料,Iniciador,Starter,Khởi động,อาหารสุกรแรกเกิด,Inicial,स्टार्टर,Mwanzilishi,Starter,Starter,စတင်သူ
grower,main,Grower,Croissance,中猪料,Crecimiento,Grower,Sinh trưởng,อาหารสุกรรุ่น,Crescimento,ग्रोअर,Mkulima,Penanam,Kiltivatè,စိုက်ပျိုးသူ
finisher,main,Finisher,Finition,育肥科,Finalizador,Finisher,Vỗ béo,อาหารสุกรขุน,Terminação,फिनिशर,Mkamilishaji,Penyelesai,Finisher,အချောထည်
above,main,above,au-dessus,以上,por encima de,higit sa,trên,มากกว่า,acima de,से ऊपर,juu,di atas,pi wo a,အထက်
piglet,main,Piglet,Porcelet,仔猪,Lechón,Biik,Heo con,ลูกสุกร,Leitão,पिगलेट,Nguruwe,anak babi,Kochon,ဝက်ကလေး
weaners,main,Weaners,Sevrés,断奶猪,Destetados,Pawalay,Heo cai sữa,สุกรหย่านม,Desmamados,वीनर्स,Wanyonyaji,penyapih,Sevre,နို့ဖြတ်သူများ
boar_gilt,main,Boar/Gilt,Verrat/Cochette,公猪/后备母猪,Verraco/Marrana,Barako/Dumalla,Heo nọc/Hậu bị,พ่อพันธุ์/สุกรสาว,Cachaço/Marrã,नर/मादा सूअर,Nguruwe/Gilt,Babi Hutan/Emas,Kochon/Gilt,ဝက်/ဂျပ်
castrated_male_is_barrow,main,Castrated Male is Barrow,Mâle castré est un barrow,阉割公猪为阉割猪,Macho castrado es barrow,Ang kinapon na lalaki ay Barrow,Heo đực thiến là heo thịt,ตัวผู้ที่ตอนแล้วคือสุกรตอน,Macho castrado é capado,बधिया नर बैरो है,Mwanaume Aliyehasiwa ni Barrow,Laki-laki yang dikebiri adalah Barrow,Gason kastre se Barrow,Castrated Male သည် Barrow ဖြစ်သည်။
automatically_set_barrow,main,Automatically set status to 'Barrow' if castrated,Définir automatiquement comme 'Mâle castré' si castré,阉割后自动设为'阉割猪',Establecer automáticamente como 'Barrow' si se castra,Awtomatikong itakda ang katayuan sa 'Barrow' kung kinapon,Tự động đặt trạng thái thành 'Heo thịt' nếu đã thiến,ตั้งสถานะเป็น 'สุกรตอน' อัตโนมัติหากตอนแล้ว,Definir automaticamente como 'Capado' se castrado,बधिया होने पर स्थिति को स्वचालित रूप से 'बैरो' सेट करें,Weka hali kiotomatiki kuwa 'Barrow' ikiwa imehasiwa,Secara otomatis mengatur status menjadi 'Barrow' jika dikebiri,Otomatikman mete estati a 'Barrow' si kastre,ပိုင်းခြားထားလျှင် အခြေအနေကို 'Barrow' သို့ အလိုအလျောက် သတ်မှတ်ပါ။
farrowing_female_is_sow,main,Farrowing Female is Sow,Femelle qui met bas est une truie,分娩母猪为经产母猪,Hembra que ha parido es cerda,Ang nanganak na babae ay Inahin,Heo cái đã đẻ là heo nái,ตัวเมียที่เคยคลอดแล้วคือแม่สุกร,Fêmea parida é porca,बच्चे देने वाली मादा सॉ (sow) है,Farrowing Female is Sow,Betina yang Menabur adalah Menabur,Fi k ap fè pitit se simen,Farrowing Favale သည် မျိုးစေ့ဖြစ်သည်။
automatically_set_sow,main,Automatically set status to 'Sow' if farrowing history exists,Définir automatiquement comme 'Truie' si historique de mise bas,有分娩史自动设为'经产母猪',Establecer automáticamente como 'Cerda' si tiene historial de parto,Awtomatikong itakda ang katayuan sa 'Inahin' kung may kasaysayan ng pag-anak,Tự động đặt trạng thái thành 'Heo nái' nếu đã có lịch sử đẻ,ตั้งสถานะเป็น 'แม่สุกร' อัตโนมัติหากมีประวัติการคลอด,Definir automaticamente como 'Porca' se houver histórico de parto,जन्म इतिहास होने पर स्थिति को 'सॉ' सेट करें,Weka hali kiotomatiki kuwa 'Panda' ikiwa historia ya kuzaliana ipo,Secara otomatis mengatur status menjadi 'Menabur' jika ada riwayat farrowing,Otomatikman mete estati a 'Simen' si istwa farrowing egziste,ဆူညံသောမှတ်တမ်းရှိလျှင် အခြေအနေကို 'Sow' တွင် အလိုအလျောက်သတ်မှတ်ပါ။
gilt_classification,main,Gilt Classification,Classification des cochettes,后备母猪分类,Clasificación de marranas,Klasipikasyon ng Dumalla,Phân loại heo hậu bị,การจัดประเภทสุกรสาว,Classificação de Marrãs,गिल्ट वर्गीकरण,Uainishaji wa Gilt,Klasifikasi Emas,Klasifikasyon Gilt,Gilt အမျိုးအစားခွဲခြားခြင်း။
gilt_classification_subtitle,main,Female over %s weeks with no birth history,Femelle de plus de %s semaines sans historique,超过 %s 周且无分娩史的母猪,Hembras de más de %s semanas sin historial de parto,Babaeng baboy na lampas sa %s linggo na walang kasaysayan ng pag-anak,Heo cái trên %s tuần tuổi chưa có lịch sử đẻ,สุกรตัวเมียอายุเกิน %s สัปดาห์ที่ยังไม่มีประวัติการคลอด,Fêmea com mais de %s semanas sem histórico de parto,%s सप्ताह से अधिक की मादा जिसका कोई जन्म इतिहास नहीं है,Mwanamke zaidi ya wiki %s bila historia ya kuzaliwa,Wanita selama %s minggu tanpa riwayat kelahiran,Fi plis pase %s semèn ki pa gen istwa nesans,%s ပတ်ကျော်တွင် မွေးဖွားရာဇဝင်မရှိသော အမျိုးသမီး
currency_unit,main,Currency Unit,Unité monétaire,货币单位,Unidad de moneda,Unit ng Pera,Đơn vị tiền tệ,หน่วยสกุลเงิน,Unidade Monetária,मुद्रा इकाई,Kitengo cha Fedha,Satuan Mata Uang,Inite Lajan,ငွေကြေးယူနစ်
currency_display,main,Display currency as %s (%s),Afficher la devise en %s (%s),货币显示为 %s (%s),Mostrar moneda como %s (%s),Ipakita ang pera bilang %s (%s),Hiển thị tiền tệ dưới dạng %s (%s),แสดงสกุลเงินเป็น %s (%s),Exibir moeda como %s (%s),मुद्रा को %s (%s) के रूप में दिखाएं,Onyesha sarafu kama %s (%s),Tampilkan mata uang sebagai %s (%s),Montre lajan kòm %s (%s),ငွေကြေးကို %s (%s) အဖြစ် ပြသပါ
sync_with_cloud,main,Sync with Cloud,Synchroniser avec le cloud,同步到云端,Sincronizar con la nube,I-sync sa Cloud,Đồng bộ với đám mây,ซิงค์กับคลาวด์,Sincronizar com a Nuvem,क्लाउड के साथ सिंक करें,Sawazisha na Cloud,Sinkronisasi dengan Cloud,Senkronize ak Cloud,Cloud နှင့် စင့်ခ်လုပ်ပါ။
syncing,main,Syncing Data...,Synchronisation...,正在同步...,Sincronizando...,Nag-si-sync ng Datos...,Đang đồng bộ dữ liệu...,กำลังซิงค์ข้อมูล...,Sincronizando Dados...,डेटा सिंक हो रहा है...,Inasawazisha Data...,Menyinkronkan Data...,Senkronize done...,ဒေတာစင့်ခ်လုပ်နေသည်...
last_synced,main,Last synced: %s,Dernière synchro: %s,上次同步: %s,Última sincronización: %s,Huling na-sync: %s,Đồng bộ lần cuối: %s,ซิงค์ล่าสุด: %s,Última sincronização: %s,अंतिम बार सिंक किया गया: %s,Mara ya mwisho kusawazishwa: %s,Terakhir disinkronkan: %s,Dènye senkronize: %s,နောက်ဆုံး စင့်ခ်လုပ်ထားသည်- %s
never,main,Never,Jamais,从不,Nunca,Hindi kailanman,Chưa bao giờ,ไม่เคย,Nunca,कभी नहीं,Kamwe,Tidak pernah,Pa janm,ဘယ်တော့မှ
clear_herd_data,main,Clear Herd Data,Effacer données troupeau,清除猪群数据,Borrar datos del ganado,I-clear ang Datos ng Kawan,Xóa dữ liệu đàn,ล้างข้อมูลฝูงสัตว์,Limpar Dados do Rebanho,पशु झुंड डेटा साफ़ करें,Futa Data ya Mifugo,Hapus Data Kawanan,Klè done twoupo yo,ဟာ့ဒ်ဒေတာကို ရှင်းလင်းပါ။
clear_herd_subtitle,main,Remove all active and archived pig records,Supprimer tous les enregistrements de porcs,移除所有活跃和归档的猪只记录,Eliminar registros de cerdos,Alisin ang lahat ng aktibo at naka-archive na rekord,Xóa tất cả hồ sơ heo,ลบประวัติสุกรทั้งหมด,Remover todos os registros de porcos,सभी सूअर रिकॉर्ड हटा दें,Ondoa rekodi zote za nguruwe zilizo hai na zilizohifadhiwa,Hapus semua catatan babi yang aktif dan diarsipkan,Retire tout dosye kochon aktif ak achiv yo,လက်ရှိနှင့် သိမ်းဆည်းထားသော ဝက်မှတ်တမ်းများအားလုံးကို ဖယ်ရှားပါ။
clear_financials,main,Clear Financials,Effacer finances,清除财务数据,Borrar finanzas,I-clear ang Pinansyal,Xóa tài chính,ล้างข้อมูลการเงิน,Limpar Finanças,वित्तीय डेटा साफ़ करें,Wazi wa Fedha,Keuangan yang Jelas,Finansye klè,ငွေရေးကြေးရေးရှင်းပါ။
clear_financials_subtitle,main,Remove all income and expense records,Supprimer revenus et dépenses,移除所有收入和支出记录,Eliminar ingresos y gastos,Alisin ang lahat ng rekord ng kita at gastos,Xóa tất cả hồ sơ thu chi,ลบประวัติรายรับรายจ่ายทั้งหมด,Remover registros de receitas e despesas,सभी आय और व्यय रिकॉर्ड हटा दें,Ondoa rekodi zote za mapato na gharama,Hapus semua catatan pendapatan dan pengeluaran,Retire tout dosye revni ak depans,ဝင်ငွေနှင့် ကုန်ကျစရိတ် မှတ်တမ်းအားလုံးကို ဖယ်ရှားပါ။
clear_feed_data,main,Clear Feed Data,Effacer données alim.,清除饲料数据,Borrar datos alim.,I-clear ang Datos ng Pagkain,Xóa dữ liệu thức ăn,ล้างข้อมูลอาหาร,Limpar Dados de Alimentação,चारा डेटा साफ़ करें,Futa Data ya Milisho,Hapus Data Umpan,Klè done Feed,ဖိဒ်ဒေတာကို ရှင်းလင်းပါ။
clear_feed_subtitle,main,Reset ingredients and requirements,Réinitialiser ingrédients,重置成分和需求,Restablecer ingredientes,I-reset ang mga sangkap at kinakailangan,Đặt lại thành phần và nhu cầu,รีเซ็ตส่วนผสมและความต้องการอาหาร,Redefinir ingredientes e requisitos,सामग्री और आवश्यकताओं को रीसेट करें,Weka upya viungo na mahitaji,Atur ulang bahan dan persyaratan,Reyajiste engredyan ak kondisyon,ပါဝင်ပစ္စည်းများနှင့် လိုအပ်ချက်များကို ပြန်လည်သတ်မှတ်ပါ။
clear_hr_staff,main,Clear HR & Staff,Effacer RH,清除人力资源和员工,Borrar RRHH,I-clear ang HR at Staff,Xóa nhân sự,ล้างข้อมูลทรัพยากรบุคคล,Limpar RH e Equipe,मानव संसाधन और कर्मचारी डेटा साफ़ करें,Wazi HR & Wafanyakazi,Hapus SDM & Staf,Klè HR ak Anplwaye,HR နှင့် ဝန်ထမ်းများကို ရှင်းလင်းပါ။
clear_hr_subtitle,main,Remove all staff records and salary logs,Supprimer personnel,移除所有员工记录和工资日志,Eliminar personal,Alisin ang lahat ng rekord ng staff at logs ng sahod,Xóa tất cả hồ sơ nhân viên và lương,ลบประวัติพนักงานและข้อมูลเงินเดือน,Remover registros de equipe e logs salariais,सभी कर्मचारी रिकॉर्ड हटा दें,Ondoa rekodi zote za wafanyikazi na kumbukumbu za mishahara,Hapus semua catatan staf dan log gaji,Retire tout dosye anplwaye yo ak jounal salè yo,ဝန်ထမ်းမှတ်တမ်းများနှင့် လစာမှတ်တမ်းအားလုံးကို ဖယ်ရှားပါ။
factory_reset,main,Factory Reset,Réinitialisation d'usine,恢复出厂设置,Restablecimiento de fábrica,Factory Reset,Khôi phục cài đặt gốc,รีเซ็ตจากโรงงาน,Redefinição de Fábrica,फ़ैक्टरी रीसेट,Rudisha Kiwanda,Reset Pabrik,Reset faktori,Factory Reset ပြုလုပ်ခြင်း။
factory_reset_subtitle,main,Wipe all farm data and start fresh,Tout effacer,清除所有农场数据并重新开始,Borrar todo,Burahin ang lahat ng datos ng farm,Xóa sạch dữ liệu trang trại,ล้างข้อมูลฟาร์มทั้งหมดและเริ่มใหม่,Limpar todos os dados da fazenda,सभी फार्म डेटा मिटा दें,Futa data yote ya shamba na uanze upya,Hapus semua data pertanian dan mulai dari awal,Siye tout done fèm yo epi kòmanse fre,လယ်ယာဒေတာအားလုံးကို ဖျက်ပြီး အသစ်ပြန်စပါ။
